coiid,ecoclassidPES,mukey
637504,R018XI999CA,463224
2406285,R018XY999CA,2659392
637506,R018XI999CA,463226
641635,R017XD999CA,464542
641638,R017XD999CA,464543
636115,R018XI163CA,462748
641641,R017XD999CA,464544
641644,R017XD999CA,464545
641647,R017XD999CA,464546
641650,R017XD999CA,464547
636117,R018XI163CA,462749
630026,R018XA999CA,460982
638251,R018XC999CA,463564
630027,R018XA999CA,460983
630028,R018XA999CA,460984
639506,R022AO999CA,463867
639510,R022AO999CA,463868
648746,R018XE103CA,467418
648529,R018XE101CA,467393
639329,R018XE101CA,463822
639341,R018XE101CA,463824
639488,R018XE101CA,463863
639491,R018XE101CA,463864
648608,R018XE103CA,2371519
648491,R018XE104CA,2218132
638274,R018XE104CA,463568
648205,R018XE103CA,467359
648205,R018XE103CA,2218095
639399,R018XE103CA,463840
648175,R018XE103CA,2371021
648489,R018XE104CA,2218132
648490,R018XE104CA,2218132
648246,R018XE104CA,467363
648194,R018XE999CA,467358
648152,R018XE103CA,467354
639495,R018XE101CA,463865
639501,R018XE101CA,463866
648480,R018XE104CA,467388
648233,R022AO999CA,467362
648509,R018XE104CA,467391
659110,R018XE104CA,467470
648575,F018XE201CA,467399
659118,R018XE104CA,467469
648519,R018XE104CA,467392
648316,R018XE104CA,467369
648466,R018XE104CA,467387
648186,R018XE104CA,467357
648489,R018XE104CA,467389
659174,R018XE104CA,467465
648173,R018XE104CA,467356
639283,R022AO999CA,463809
639286,R022AO999CA,463810
639296,R022AO999CA,463812
639523,R018XE999CA,463872
639526,R018XE999CA,463873
639543,R018XY999CA,463878
639546,R018XY999CA,463879
639550,R018XY999CA,463880
639552,R018XY999CA,463881
639557,R018XY999CA,463883
639560,R018XY999CA,463884
639563,R018XY999CA,463885
639591,R022AO999CA,463892
648450,R018XE104CA,2218105
639622,R018XE104CA,463897
639627,R018XE104CA,463898
639632,R018XE104CA,463899
639637,R018XE104CA,463900
639641,R018XE104CA,463901
639645,R018XE104CA,463902
648316,R018XE104CA,2218101
648233,R022AO999CA,2218097
1273050,F018XE201CA,581820
639412,R018XE999CA,463844
639415,R018XE999CA,463845
639419,R018XE999CA,463846
639422,R018XE999CA,463847
648466,R018XE104CA,2218106
642876,R022AO999CA,465153
648173,R018XE104CA,2218094
647869,R018XE104CA,2371011
647869,F018XE201CA,467312
648409,R022AO999CA,2371037
648206,R018XE104CA,2371022
648277,F018XE201CA,467366
648355,F018XE201CA,467373
648289,R022AO999CA,467367
639415,F018XE201CA,467446
648408,F018XE201CA,467380
648449,F018XE201CA,467385
648457,F018XE201CA,467386
648393,F018XE201CA,467378
639275,R022AO999CA,463806
639277,R022AO999CA,463807
648316,R018XE104CA,2371029
648466,R018XE104CA,2371041
648173,R018XE104CA,2371021
639291,F018XE201CA,463811
648246,F018XE201CA,2218098
639594,R022AO999CA,463893
648289,R022AO999CA,2218099
639608,R022AO999CA,463895
648355,F018XE201CA,2371031
648401,R022AO999CA,467379
648401,R022AO999CA,2218104
639601,R022AO999CA,463894
639615,R022AO999CA,463896
,,
Ecosite call updated will differ from AJP entry in the project table but not the NASIS component tables,,
entered by AJP in NASIS component tables ~ March 2017,,
LEGEND,,
MLRA 22A ecosite will likely need to be revisited next year,,
